 ,DA,SA,LL,TV,VEC
1e-05,500,700,3600,3400,1000
2e-05,700,600,7800,5700,900
3e-05,400,500,8001,2800,900
4e-05,700,700,19000,3400,1100
5e-05,800,600,9000,3200,1100
6e-05,600,700,14700,3400,1100
7e-05,600,600,14800,3500,800
8e-05,500,1000,9301,2800,600
9e-05,700,700,6100,3400,1100
0.0001,700,700,8900,3500,1100
0.0002,900,900,3400,4600,1000
0.0003,700,700,14300,3200,1101
0.0004,800,600,12100,3500,700
0.0005,800,600,13800,3300,2200
0.0006,1000,900,3800,4900,1100
0.0007,800,700,20601,3200,1000
0.0008,600,700,9100,3700,1100
0.0009,1000,700,13700,3100,1100
0.001,700,600,7500,3600,1200
0.002,800,700,4400,2800,900
0.003,1500,600,12900,4400,1100
0.004,800,700,11101,4100,900
0.005,800,800,20000,3900,700
0.006,900,700,5400,3200,1400
0.007,800,600,18300,4400,900
0.008,800,700,11000,2900,900
0.009,700,800,12100,3500,1000
0.01,900,700,12700,3100,1300
0.02,900,600,10700,3300,1600
0.03,900,500,12600,3500,800
0.04,1400,700,4500,6000,1000
0.05,901,700,8500,4000,1400
0.06,1000,500,9901,2400,1100
0.07,900,600,5600,2800,1000
0.08,800,600,6400,2400,1000
0.09,700,500,11000,3400,800
0.1,901,600,12102,2900,1100
0.2,700,700,19500,2400,900
