 ,DA,SA,LL,TV,VEC
1e-05,2300,1500,3299,4300,1300
2e-05,1200,5900,5300,4099,2500
3e-05,1700,1200,4300,3800,1400
4e-05,1200,2000,5899,4500,1000
5e-05,1400,1700,6400,3900,899
6e-05,1200,1200,3400,4100,1000
7e-05,1500,1800,4300,5100,1000
8e-05,1199,1900,6800,4400,1300
9e-05,1800,1800,4100,3800,1000
0.0001,1200,1300,7000,3699,1000
0.0002,1700,2300,2799,5900,1100
0.0003,1600,2700,5800,4199,1000
0.0004,1300,2200,6800,3900,1001
0.0005,1400,1600,2900,5200,1100
0.0006,2300,1300,5100,4201,1200
0.0007,1900,3800,3800,5000,1200
0.0008,1500,1600,6200,4200,1400
0.0009,1600,1600,2300,3800,900
0.001,2400,1300,4800,3800,1600
0.002,2300,2500,3900,4200,1000
0.003,3200,1400,2601,4300,1000
0.004,2100,1500,4901,3900,1500
0.005,2000,1500,5500,4000,1000
0.006,1900,1500,6100,5101,1100
0.007,1800,1600,3799,4000,1200
0.008,1800,1400,5600,4700,1400
0.009,2300,1700,5800,3800,1000
0.01,2500,1400,4700,4200,1000
0.02,3200,1400,3400,4200,1000
0.03,2700,1700,6000,4800,1200
0.04,2600,2600,6300,4600,1400
0.05,1901,1300,4600,3900,900
0.06,3600,1400,4700,4100,1200
0.07,3800,1600,4800,4400,1000
0.08,1900,2600,2400,5200,1300
0.09,3100,2300,4800,3900,1200
0.1,2600,1900,5500,3800,1300
0.2,4100,1900,7000,4300,1400
0.3,3200,2000,5200,4000,1100
0.4,2800,1900,3400,5201,1000
0.5,4400,1800,4500,4900,1600
0.6,2500,1900,4200,4000,1200
0.7,4600,1500,7700,3600,1100
0.8,3600,4200,6000,4600,1600
0.9,5100,1800,9600,4400,1000
1,5100,1500,7000,3800,900
