 ,DA,SA,LL,TV,VEC
1e-05,9800,6133086,10411745,24334139,6737994
2e-05,4500,4668565,10685149,24472741,6780895
3e-05,6200,4695965,9933239,25223751,7038299
4e-05,6700,4883668,9581134,22540314,6218687
5e-05,6100,4649265,9652835,23539928,6132686
6e-05,7100,5172372,10018940,22566214,6242487
7e-05,6900,4666965,9712435,23715831,6130485
8e-05,6100,4450462,9622834,22639016,6145886
9e-05,6400,4730066,9522232,22689617,6111585
0.0001,7100,4348161,9558933,23176023,6137685
0.0002,7200,8855424,13704091,22804118,6077085
0.0003,5900,4597664,9642434,22588115,6044285
0.0004,7101,4649664,9696835,22552714,6084885
0.0005,7900,4638165,10140241,22889020,6144785
0.0006,7200,4670565,9621734,22588515,6060185
0.0007,7600,4762166,9090727,24589543,6788395
0.0008,8200,4683765,9261230,22599015,6073585
0.0009,9000,4359961,9098027,22624016,6041084
0.001,9600,4648465,9181928,22808218,6672193
0.002,11801,4734266,8825023,22530816,6769095
0.003,12200,4698366,9413231,22622616,6074084
0.004,10600,4720870,9260437,23304545,6111390
0.005,13000,4791557,9128309,22703170,6088773
0.006,12200,4822665,9408629,22664708,6190084
0.007,17100,4763968,9182932,22659726,6137288
0.008,13500,4640866,9349232,22652919,6157786
0.009,17300,4488269,9186042,22729251,6131394
0.01,15400,4632767,9316634,22610324,6208589
0.02,18001,4850969,9257833,22741027,6078387
0.03,23900,4809369,9325934,23312834,6144888
0.04,57700,5373677,9159532,22647725,6325190
0.05,72101,4384563,9106430,22737427,6061887
0.06,78601,4687567,9508037,22816127,6181289
0.07,94801,4342662,9458336,22910028,6216089
0.08,96301,4977571,9235833,22717126,6122787
0.09,126702,4603466,9498836,22741127,6102987
0.1,119602,4621766,9327334,22612425,6045587
0.2,107701,4629966,9247532,22737625,6066586
