 ,DA,SA,LL,TV,VEC
1e-05,800,700,11700,4200,1000
2e-05,800,800,17100,3800,900
3e-05,700,700,8000,4900,1200
4e-05,500,600,10500,3800,1000
5e-05,600,400,14300,2800,1700
6e-05,800,1000,3600,4600,1100
7e-05,700,600,6300,3600,1600
8e-05,800,800,5100,3800,1000
9e-05,600,700,4800,3000,1700
0.0001,500,600,10800,2900,1000
0.0002,700,700,19900,3100,900
0.0003,900,700,7300,4600,1000
0.0004,700,600,3700,3100,900
0.0005,800,600,12500,4700,900
0.0006,800,600,17701,4900,1100
0.0007,900,701,12900,3300,1900
0.0008,1000,700,5201,3100,1600
0.0009,1000,600,14100,5000,900
0.001,1200,1100,12201,3700,1000
0.002,1100,600,4100,3000,1300
0.003,800,800,15800,3300,1000
0.004,1400,600,11600,3100,1300
0.005,1100,700,5200,5700,1100
0.006,1500,700,2400,3600,1000
0.007,1200,600,12200,4100,1500
0.008,1200,600,3500,3400,1000
0.009,1300,600,14201,4900,1000
0.01,900,500,3800,5000,900
0.02,1100,1000,11700,4000,1000
0.03,800,500,9600,4900,1000
0.04,1200,600,18701,2600,1500
0.05,1000,700,12500,2800,1100
0.06,800,1400,2700,2100,1400
0.07,1300,1100,9400,2400,1300
0.08,1300,1000,10300,2300,1500
0.09,1500,1400,13201,2600,1000
0.1,1500,600,13600,2300,500
0.2,900,600,20300,2200,700
