 ,DA,SA,LL,TV,VEC
1e-05,9200,5428878,6243089,25300,2645938
2e-05,8800,2128131,6450992,26401,281804
3e-05,2600,1685824,6274190,29100,195303
4e-05,3400,116802,6424292,15600,14200
5e-05,3600,1673724,6191688,38601,227603
6e-05,2500,633309,6396591,19000,85301
7e-05,7901,1853826,7213803,36300,222603
8e-05,3200,1450120,6387092,41400,172003
9e-05,3200,1838726,6308490,39201,219003
0.0001,3800,1597722,6297890,40401,162602
0.0002,3600,866612,6618195,23900,106902
0.0003,6100,569808,6670895,23501,78401
0.0004,3400,2052629,6263390,39300,221803
0.0005,3700,437006,6342991,13400,55001
0.0006,3500,735510,6546394,25700,95502
0.0007,5500,2666638,6542394,25300,321405
0.0008,4200,3046543,6235089,9500,398106
0.0009,4700,1874527,6293790,43500,208103
0.001,4500,730710,6365991,23601,100401
0.002,5000,1384119,6350891,36601,138402
0.003,2900,127202,6519394,7900,17300
0.004,5400,2517436,6336890,29101,285804
0.005,5200,2095830,6258489,29201,192203
0.006,5200,2683139,6216289,22000,298504
0.007,6100,978614,6551593,33401,102101
0.008,5600,507308,6570094,23400,69901
0.009,5600,2628338,9189231,26001,337805
0.01,5000,1940527,6158688,30800,206903
0.02,5900,915913,6364492,21300,89701
0.03,5300,8777126,7723710,12100,404606
0.04,4000,1746725,5615981,29700,230003
0.05,7000,2831640,6199488,14801,368305
0.06,4200,1976928,6133388,20600,181202
0.07,5900,2973143,6165388,20000,353405
0.08,4000,2094129,6171187,32800,190903
0.09,4900,1785926,5791283,36600,155402
0.1,5000,1991529,6312890,17000,276304
0.2,2400,1733325,6325291,28600,154502
0.3,3000,2557937,6748496,27600,265804
0.4,2700,3182946,6853998,14600,407906
0.5,3200,2613237,7118402,37001,347005
0.6,3600,959714,7565808,23500,138202
0.7,3100,1018716,8042632,25300,134903
0.8,3800,914912,8949824,25500,118102
0.9,3000,468507,8770424,11100,66601
1,3200,2483635,8430920,33500,306605
