 ,DA,SA,LL,TV,VEC
1e-05,1100,450535,5787656,19701,48704
2e-05,1100,732058,5491932,22302,71206
3e-05,900,1061983,5532235,34903,133111
4e-05,800,1900150,5494833,26002,221917
5e-05,900,2716914,5637044,27803,390030
6e-05,800,2964934,5577340,14801,346727
7e-05,1300,2074164,5396925,28703,229918
8e-05,1100,1477716,5451330,20402,193215
9e-05,1100,1188094,5349321,31403,136411
0.0001,1300,436335,5547337,17301,38803
0.0002,1200,2966434,5201610,19201,326026
0.0003,1500,2938331,5442828,16601,304224
0.0004,1500,150312,5579939,18302,16801
0.0005,1400,1407111,5696849,30903,157812
0.0006,1300,2261078,5253614,21801,227018
0.0007,1800,415333,5457530,11501,38703
0.0008,1600,715957,5181808,10301,73306
0.0009,1600,896271,5178808,35503,101308
0.001,2000,2687212,5282016,26002,270822
0.002,2300,857568,5331920,28303,80806
0.003,1700,1743938,7505391,40204,162012
0.004,2701,3145948,5616642,9901,320325
0.005,2200,165413,5574940,8900,17402
0.006,1600,806464,4695870,30102,67106
0.007,1300,1445014,7586698,29402,129410
0.008,2100,2413590,5411927,21301,227018
0.009,2000,1133090,5252114,23202,96107
0.01,1800,1465915,5227012,24102,117509
0.02,1400,2199573,5077400,28403,214517
0.03,2701,1686433,5186508,26402,171114
0.04,2601,1000078,5970870,35603,93107
0.05,2700,1614928,5326319,47004,95708
0.06,2900,2696113,8038733,47704,252820
0.07,3700,3536478,8337257,35603,341226
0.08,3001,253620,8737888,12501,29102
0.09,2900,101808,7907723,7801,9701
0.1,4400,513541,8460867,19301,52504
0.2,3500,3934310,17164552,40304,177814
0.3,3201,2481595,8579476,40803,184415
0.4,2000,851167,9510949,16202,99408
0.5,3600,3705092,22255554,33703,284722
0.6,4701,1116488,11918039,26902,116709
0.7,3200,4365544,24184906,37003,344327
0.8,4000,3003037,18770579,25702,346627
