 ,DA,SA,LL,TV,VEC
1e-05,1200,2790220,22848001,14401,349027
2e-05,1200,1730337,21410187,26502,149912
3e-05,1100,5340621,13346052,27602,259320
4e-05,1400,3364465,23303436,7901,434934
5e-05,1000,7066056,7280074,18502,55904
6e-05,1100,20848143,7288874,40604,24236709
7e-05,1400,2765918,15078888,24002,283823
8e-05,1200,7583297,22845800,45003,333027
9e-05,1300,10607936,23524753,41703,281022
0.0001,1000,6581919,12406577,23301,139511
0.0002,1600,9638059,23975289,51104,224818
0.0003,1800,1188794,14781165,28002,148512
0.0004,1900,11892737,19852364,41004,340426
0.0005,1500,1669732,21788217,41503,154612
0.0006,1900,2619206,20625626,52604,265621
0.0007,2100,2706614,23045816,52404,275222
0.0008,2300,1682332,22881303,26502,145211
0.0009,2300,12597793,31511483,38803,383030
0.001,1900,1935852,23902084,36803,207316
0.002,2200,1582725,23712368,26702,161512
0.003,2300,3064141,23391843,37303,308825
0.004,2800,3416570,23521653,39504,359928
0.005,2500,587546,24015292,24402,76106
0.006,2000,1259199,23088319,31803,108108
0.007,2100,769161,26117558,23002,91507
0.008,2200,950875,13500764,21002,116809
0.009,1901,3413569,13446159,26702,291923
0.01,2800,1012780,16757420,36203,104108
0.02,6101,1444114,20942150,45303,167014
0.03,3700,16702,19039300,10701,2800
0.04,3301,498239,18157130,10401,52204
0.05,3500,2871026,8507570,54704,265421
0.06,2500,5366223,24088998,41604,140711
0.07,3000,2649109,23509153,57604,273022
0.08,3000,885070,23799475,39503,77407
0.09,3400,1356307,24724348,30503,163113
0.1,3001,816664,30372092,20302,71806
0.2,3901,2282880,15229099,56105,250519
0.3,4700,2224677,27367070,42704,162112
0.4,2600,3457773,30127081,33503,182614
0.5,3401,1662431,54051865,40803,187415
0.6,3500,567444,29313812,13701,75006
0.7,3400,5963870,20729835,44904,183314
0.8,2400,1997558,33472540,50604,192815
0.9,4100,319526,26085857,15801,35603
