 ,DA,SA,LL,TV,VEC
1e-05,2800,3140748,7857219,36303,199816
2e-05,2800,6192488,9081915,13702,2833323
3e-05,3000,6455808,8132941,14301,396732
4e-05,3400,1999158,8372660,38003,131810
5e-05,2300,1721436,8155143,30202,101508
6e-05,2500,4596062,8355859,26102,293223
7e-05,3800,1076785,8378860,30203,79106
8e-05,3300,5703049,8071436,14902,421533
9e-05,4000,5112503,7985729,10701,380530
0.0001,3300,2632607,8264151,32503,167113
0.0002,4101,5843160,7947026,15501,402932
0.0003,4701,5326219,7941626,10200,362929
0.0004,4100,3083243,8286553,34303,210416
0.0005,5001,5340120,8861598,18401,393031
0.0006,4401,4921488,7746910,16001,338827
0.0007,3901,477237,7561495,25602,33403
0.0008,4001,1520220,8987108,20501,117910
0.0009,3100,259020,9899880,16402,19601
0.001,4200,4332841,7903522,30203,280322
0.002,4700,7479690,11537609,28203,313124
0.003,4401,2000457,8366459,23802,91507
0.004,5400,1527920,7755611,36902,112809
0.005,4301,6426306,7568096,24602,301324
0.006,19601,136411,7171965,12701,16302
0.007,3600,5157407,6979650,12601,394631
0.008,5200,2089965,7487290,29803,163013
0.009,3600,631150,8114040,21401,33603
0.01,5401,5956969,7897022,18602,349727
0.02,3600,4701971,7800915,4900,337827
0.03,4800,636850,8903202,11501,44803
0.04,4001,7788813,9424942,35603,230018
0.05,4800,1906651,7486290,37603,175514
0.06,3201,11934540,16688014,29503,269221
0.07,4301,1131389,8155842,25202,57105
0.08,6500,2892728,17712896,47503,206717
0.09,4601,2490996,8696185,34703,145611
0.1,2200,2251778,9569354,36503,179414
0.2,2700,3590583,19797161,33903,207416
0.3,3000,6006673,16651413,29402,158813
0.4,3401,1658630,15989060,30302,101708
0.5,2800,2466894,8959606,8053434,173314
0.6,2401,2959033,15781843,62605,251420
0.7,3500,11907138,8861999,26902,171213
0.8,3200,992879,16775626,16301,70806
