 ,DA,SA,LL,TV,VEC
1e-05,3700,15443318,23553557,56205,366529
2e-05,3501,1564023,23035416,30903,19359226
3e-05,2901,2114566,23586960,35102,149212
4e-05,3601,3015537,23790176,27302,218517
5e-05,3601,5341221,23540556,20402,436134
6e-05,4700,5108103,23990292,24602,404132
7e-05,3100,4164728,29171501,23602,348527
8e-05,3200,2422991,22828400,26503,168513
9e-05,3400,3697791,19866267,31002,283723
0.0001,4101,978377,19863466,17701,68106
0.0002,4000,1033682,23171927,24602,128711
0.0003,5400,8762090,7871021,34002,165613
0.0004,5201,6851440,24131503,29802,245320
0.0005,6101,17679494,23484151,14701,444135
0.0006,4500,4571861,22948310,22901,16363591
0.0007,4601,329226,17708796,19502,27002
0.0008,5001,1366007,23374943,24602,96508
0.0009,5900,5497234,19825064,36203,4369344
0.001,5900,2152469,20827342,39003,167013
0.002,6100,3610385,20401409,29603,7738510
0.003,4800,9569855,7221170,24402,120909
0.004,7100,389531,28080715,20501,31403
0.005,4800,272921,26811315,17101,29702
0.006,5101,17075346,27241448,38503,346327
0.007,5300,473238,19974175,15201,37303
0.008,5500,3853804,21743515,29902,309424
0.009,5701,3326662,23188128,41904,286722
0.01,5101,606848,32563668,27702,50704
0.02,5500,4705672,20668530,26502,344627
0.03,5401,235518,9662362,9200,20702
0.04,5600,12955122,13720882,30003,212816
0.05,6901,624149,23407346,22302,36402
0.06,4700,357929,21560400,17402,31302
0.07,6401,4818180,21454391,37003,16353590
0.08,3701,14804467,7447187,42103,16412094
0.09,6900,9654962,23190629,51804,433134
0.1,3100,15938957,7657504,32603,16441696
0.2,3400,1681933,26577296,50304,127110
0.3,3400,8779585,23817858,16201,459436
0.4,2701,306124,30488090,16601,26402
0.5,2800,5451928,27262842,25902,127210
0.6,3200,2674711,24947761,26202,207616
0.7,3300,12938321,25491610,37103,243420
0.8,3200,942474,29415716,14502,71105
0.9,2601,3427169,33324822,39304,284422
1,3700,6380502,38232409,39103,340327
