 ,DA,SA,LL,TV,VEC
1e-05,4200,4525256,24594936,19102,2655409
2e-05,4300,6911244,23376940,33403,338627
3e-05,3901,24550432,7311375,22302,16445694
4e-05,3400,2888028,19117304,43704,203716
5e-05,3601,2109166,33256117,33403,160412
6e-05,3400,493039,15676234,12801,54804
7e-05,4000,6656124,15154693,33802,240919
8e-05,4101,4269036,23913082,35602,289823
9e-05,3201,1384809,16586405,25902,113609
0.0001,2501,1180393,15233899,33702,101208
0.0002,3500,12678898,23512351,44203,266121
0.0003,5200,10524029,23921483,15801,361829
0.0004,4301,760259,22529073,15601,70506
0.0005,4901,1952253,23595557,26102,131310
0.0006,4301,548243,26041649,22602,46704
0.0007,4400,2866326,23290833,43804,220117
0.0008,5501,4758974,23889180,28602,144311
0.0009,5400,8847397,19701251,24802,294923
0.001,4600,16374989,24035092,23802,330326
0.002,4401,1760838,15788642,29103,129510
0.003,4900,14718359,19304419,13201,388831
0.004,6200,767460,28853371,15302,58304
0.005,7400,5069099,13080530,24502,85206
0.006,5601,12850511,27903696,46003,249020
0.007,6001,2249777,23532252,30802,193716
0.008,4800,768961,13430157,19602,58504
0.009,5100,360729,24726546,13401,28003
0.01,4801,4736872,22955806,24202,371830
0.02,5700,4153727,28955379,22802,311625
0.03,5701,65405,18647067,7401,5500
0.04,5301,4005615,24450624,19002,384030
0.05,3000,381630,24150801,15001,37803
0.06,5000,5241313,8362258,15802,16105267
0.07,4100,200716,13397355,17901,17402
0.08,5101,2562401,18474654,46004,227218
0.09,5000,14260923,23565855,51804,309925
0.1,7901,5435128,20696629,23102,115809
0.2,5200,102609,22548575,25902,10401
0.3,2900,22361560,21244172,25502,431734
0.4,2400,3932509,19395024,23302,280022
0.5,3600,811864,19018496,28102,65005
0.6,3800,803364,17783399,12501,69405
0.7,2600,7552994,28319929,25602,370829
0.8,3700,19806564,25856841,34203,288523
