 ,DA,SA,LL,TV,VEC,CBT
1e-05,1400,700,2200,3600,200,31101
2e-05,400,200,2900,3400,300,23901
3e-05,300,100,1200,3100,200,20601
4e-05,100,400,1200,3000,200,22301
5e-05,300,300,2901,3200,400,21100
6e-05,600,800,2700,4300,300,24500
7e-05,300,200,1400,3800,300,27401
8e-05,200,300,1000,3200,300,27500
9e-05,200,400,3300,3600,200,18401
0.0001,200,600,3200,3400,600,24100
0.0002,200,300,1000,3200,200,30901
0.0003,600,400,2000,4200,200,23601
0.0004,1100,800,2200,3700,300,31301
0.0005,600,300,1000,3600,300,32601
0.0006,500,500,4500,5300,500,19901
0.0007,1500,200,1400,3500,300,25101
0.0008,300,200,1400,3500,200,26600
0.0009,800,800,1300,4000,500,29701
0.001,400,400,1300,3400,300,21201
0.002,500,300,3900,3800,600,22800
0.003,500,300,1300,3500,300,30500
0.004,900,400,1300,3700,500,19800
0.005,900,700,1800,3800,800,31501
0.006,600,1200,1900,3700,800,30000
0.007,900,300,1600,4200,400,25600
0.008,900,1200,2800,3200,300,23101
0.009,900,1400,2000,3700,300,28800
0.01,500,200,1500,3800,200,29901
0.02,600,800,1300,3500,200,24901
0.03,800,300,2200,3500,200,32701
0.04,900,800,4101,3700,800,26700
0.05,800,400,3200,3500,400,23700
0.06,1200,400,4700,3400,300,29501
0.07,1300,600,1800,3600,1000,29200
0.08,1100,400,3000,4000,300,26401
0.09,900,200,3200,3000,200,30601
0.1,1300,600,5700,3700,200,24100
0.2,1100,300,1500,3600,300,32901
0.3,1000,400,1700,3401,200,27800
0.4,1100,600,2100,3600,300,28900
0.5,1100,500,2500,3301,500,31500
0.6,1200,300,4700,3100,300,36901
0.7,1100,400,4700,3600,800,25401
0.8,1400,700,5500,3200,200,31601
0.9,1200,700,2801,3500,400,37400
1,1000,500,6600,3300,400,21301
