 ,DA,SA,LL,TV,VEC
1e-05,4000,46001,53793059,42201,45100
2e-05,3700,18590331,55595591,69901,18583731
3e-05,4400,2974653,54584573,59701,2962353
4e-05,2500,1121420,54462071,40701,1116820
5e-05,4601,2511744,56011698,55801,2447143
6e-05,4400,2481144,54427370,63401,2619547
7e-05,4100,2835151,54130364,69302,2542745
8e-05,4900,3652365,55112482,47301,3611665
9e-05,4801,325705,60775783,38000,314306
0.0001,6200,3380761,55899196,31301,3381860
0.0002,5000,1975135,54151165,63202,1905334
0.0003,5300,72201,54318668,42801,69501
0.0004,3900,4124373,53988663,33201,3932570
0.0005,4101,1007618,53984662,63101,1005318
0.0006,4600,3992472,53609756,18900,3970671
0.0007,5500,4027871,54102165,51301,3941671
0.0008,3600,1692430,54849579,68701,1668130
0.0009,4301,2002635,54148065,74202,2000835
0.001,5000,2427043,54795977,57801,2516845
0.002,6500,2883951,54100864,90902,2784949
0.003,6301,1649429,53369951,40001,1675430
0.004,7301,3119655,55656093,120602,3173857
0.005,7401,1847333,53557857,57301,1828133
0.006,6100,1581128,54122165,47901,1590429
0.007,7800,502809,53669660,29601,485008
0.008,7700,1023218,53496254,39901,1007118
0.009,5300,1499927,52669039,50901,1488626
0.01,8000,2293942,54491900,118303,2248741
0.02,4200,3391961,53082448,92701,3380361
0.03,8300,3097355,51653322,60301,3043454
0.04,6200,2502045,51630131,70201,2475045
0.05,5800,1606529,52756243,47701,1607428
0.06,5401,2153838,52054127,35901,2017336
0.07,5500,898716,51907431,25100,894216
0.08,5000,386807,51837227,40901,389707
0.09,7000,2808750,52091330,69601,3064554
0.1,7800,4094573,52358737,63401,4129373
0.2,3700,2283141,52130231,92602,2258940
0.3,3400,1932635,52493239,35400,1876434
0.4,8600,2113238,53442053,97401,2093238
0.5,4700,2057237,53549350,83701,2129938
0.6,7501,3231457,53027340,92702,3192056
0.7,4100,2182138,54480163,99501,2130138
0.8,5100,1010118,53965155,26900,967617
0.9,2700,4198675,54281162,76201,4063072
1,3900,3615264,54338862,68401,3527863
