 ,DA,SA,LL,TV,VEC
1e-05,5900,1169521,53563283,42101,1134021
2e-05,5800,2832152,53872989,37400,2827052
3e-05,5200,3155158,53755886,51201,3128558
4e-05,3401,1295023,54244294,53701,1227523
5e-05,5500,3424863,53625784,24400,3348262
6e-05,4100,1426626,53298978,46301,1399825
7e-05,5600,3961773,53061573,16600,3891272
8e-05,2800,632112,53759386,39200,601412
9e-05,4701,1773032,54812905,83401,1845134
0.0001,5800,1271824,53983690,65601,1243023
0.0002,3600,1372725,53668884,54201,1512828
0.0003,4000,2172040,53308978,76501,2170040
0.0004,3400,111602,53622883,14300,112802
0.0005,5000,998718,53635884,55101,860316
0.0006,4401,3482563,54438698,60801,3447463
0.0007,5600,2250141,53403780,73501,2195240
0.0008,4800,3403162,53946390,53701,3390962
0.0009,7401,1594629,55533318,53801,1561429
0.001,4800,3236659,53496982,68601,3218959
0.002,5600,110102,53338778,54501,109702
0.003,7600,2656549,53432380,53301,2670549
0.004,6200,1828234,53721789,76901,1875035
0.005,8100,3480664,52511564,30400,3429663
0.006,5800,3651067,53402380,21200,3600666
0.007,5700,3125858,52927271,71001,3153758
0.008,7300,602912,53363279,46300,606412
0.009,5500,2547646,53014473,79001,2566247
0.01,8700,192304,52372962,13901,183303
0.02,6200,3267160,51687949,97501,3312661
0.03,5900,2778737,51851398,73001,2767837
0.04,6700,1539520,51899379,57201,1566821
0.05,6900,2399544,51872648,70801,2295142
0.06,6500,3687968,52210958,44801,3620566
0.07,6900,3583966,52411960,47701,3571265
0.08,6900,1092921,52282860,31400,1071120
0.09,7801,167703,51975653,19800,154203
0.1,5600,1023918,52021555,37400,976418
0.2,5600,1884134,52427256,63701,1849534
0.3,8100,2599948,52939267,56001,2522646
0.4,8201,2902353,57705657,658412,4210977
0.5,3900,4267678,53302474,8500,4156076
0.6,7000,951717,53846086,38001,963017
0.7,4000,601611,53635084,33801,570210
0.8,4000,74301,53725395,45100,68901
0.9,3800,2045924,53900446,48201,2063325
1,5200,722113,54673601,21800,680013
