 ,DA,SA,LL,TV,VEC
1e-05,5200,126303,53975361,28001,102701
2e-05,10200,2093937,54255767,65601,2087837
3e-05,3500,107302,54290367,48501,107802
4e-05,4400,1748031,63583932,74102,1701930
5e-05,4001,2170938,55228083,74702,2124537
6e-05,5000,2840350,53783458,33401,2759449
7e-05,4200,2706849,54866477,61901,2684148
8e-05,5000,695912,54991980,29300,679212
9e-05,3101,2442043,54767075,58901,2365642
0.0001,3300,2251340,53948961,58301,2228140
0.0002,5000,1682130,53419252,66801,1678630
0.0003,5700,435908,54265866,29501,427607
0.0004,5000,3452362,53946161,24200,3472962
0.0005,3600,1152420,53239946,47901,1094319
0.0006,6300,3923970,53901657,21901,3884469
0.0007,5400,3544063,54273164,62201,3221958
0.0008,6101,1684729,54066160,79601,1656730
0.0009,5201,2024835,54311364,96302,2114138
0.001,4600,26801,53713154,36101,27600
0.002,5400,3879969,53728655,44700,3900170
0.003,6500,846415,52466830,41301,864815
0.004,5800,4103473,54589272,48301,3957670
0.005,6000,3480962,54101659,40001,3514962
0.006,5500,3258458,54055158,57101,3261858
0.007,5200,2151838,54034556,79201,2147938
0.008,5100,1064719,53339045,34901,1071019
0.009,3400,875816,53691152,28200,824315
0.01,6100,2964453,53866855,71401,3003853
0.02,9901,181403,52855538,35200,181204
0.03,6800,1590628,51766818,71901,1589428
0.04,9500,1651529,60519773,41801,1609329
0.05,7000,2454443,51742718,86601,2222240
0.06,5400,1140720,52139924,36301,1144020
0.07,6100,3769767,51682716,69401,3595464
0.08,8101,364606,51597912,31701,346806
0.09,6600,2823849,52577911,89501,2694347
0.1,4900,4059172,52385828,51701,4045972
0.2,5600,2359242,52169024,104202,2414042
0.3,4600,2205639,51879018,104902,2196139
0.4,3500,1537627,53274751,39000,1355924
0.5,3300,3316059,53092339,84202,3430861
0.6,4400,3567463,53617848,57901,3642664
0.7,6600,321905,57331118,35100,319306
0.8,6500,2062336,53988958,60801,2004336
0.9,3600,2341142,54308766,106201,2286741
1,5700,2560545,54892976,44901,2495445
