 ,DA,SA,LL,TV,VEC
1e-05,2700,109102,53351592,35500,95802
2e-05,2900,17764930,53814801,62701,17805731
3e-05,3800,2367044,53919902,57101,2344944
4e-05,5801,2158540,54045504,63901,2081539
5e-05,5700,3214560,58254982,64302,3245060
6e-05,3900,3662169,53568995,39201,3599567
7e-05,3501,3001555,53946402,67602,2971755
8e-05,4000,2660349,53612297,55801,2589948
9e-05,3600,7101,53873201,11600,8800
0.0001,4800,103802,53491894,39101,97902
0.0002,4200,1662131,53368392,42701,1640030
0.0003,4100,2839053,54539014,33301,2868053
0.0004,4200,2745252,54113305,62702,2670649
0.0005,3900,3624667,53615597,21300,3680569
0.0006,4100,2840753,53858601,33701,3211960
0.0007,5500,1614330,54217208,76701,1556229
0.0008,4100,683412,53292391,38701,583411
0.0009,4000,4029475,54252308,27001,4067975
0.001,4100,1479728,56190743,41901,1470227
0.002,7500,1589130,54053706,40101,1556329
0.003,6000,998018,52767882,30100,1025519
0.004,5900,2779952,53393596,51001,2806252
0.005,6200,2712350,53040988,61101,2532948
0.006,6100,3628268,53015186,16400,3630367
0.007,6500,2693450,53020886,71602,2690450
0.008,3900,157203,52715981,47701,141202
0.009,7400,4132277,51939667,17400,4033175
0.01,6600,3377262,52127069,28601,3241260
0.02,5200,231204,52287673,26000,226304
0.03,6400,1006119,51737862,26300,939717
0.04,6100,3091557,51532259,34200,2944055
0.05,6600,263905,51874064,33801,255604
0.06,7100,3528265,52138070,23701,3387163
0.07,5101,3422863,51948766,20700,3383863
0.08,5900,2105627,51884066,60801,2119227
0.09,5300,362306,52035949,42500,354905
0.1,6800,2554447,52301364,49601,2507846
0.2,2600,686612,52877465,38000,678713
0.3,4800,3192642,51689664,45100,3094139
0.4,3100,2182941,52661475,30500,2201841
0.5,4900,281806,52194968,34801,271805
0.6,3900,1201923,52607873,58301,1145521
0.7,4900,54101,53652593,15601,44700
0.8,4100,2836353,58351279,61501,2826353
0.9,6000,1390926,53225285,25400,1352425
1,3700,1570429,53859596,31600,1573529
