 ,DA,SA,LL,TV,VEC
1e-05,6000,3361061,53154857,80802,3035554
2e-05,3400,17822121,53246259,54801,17827821
3e-05,4400,2017437,52880453,85101,2032237
4e-05,3300,3235358,53090456,66102,3212257
5e-05,5500,1540128,53369762,76201,1512327
6e-05,5501,3106555,53221458,42101,3111656
7e-05,3000,1128120,53299061,34300,1140121
8e-05,2600,921917,53989172,61101,927217
9e-05,3200,128903,53497063,36600,139603
0.0001,5400,2618947,53161858,46901,2581646
0.0002,5001,2963153,52666048,48801,2937053
0.0003,4600,2906653,52716749,33900,2886452
0.0004,5200,2602747,53482364,65101,2523145
0.0005,2900,3123656,52810152,42801,3109056
0.0006,6501,3766867,53056955,35901,3709467
0.0007,5300,3598965,53343961,45701,3492363
0.0008,4200,1785632,53630266,61202,1742231
0.0009,9900,3336060,52574447,35401,3366761
0.001,6100,2053437,52901353,63701,2005737
0.002,6200,1526527,54305578,50701,1503727
0.003,8400,149902,53234754,15500,148403
0.004,6000,2389480,52864059,38799,2452080
0.005,6400,1631029,52103438,43101,1636429
0.006,7100,3651566,52450543,44300,3671366
0.007,4900,1990935,53103226,54100,1965335
0.008,7100,1125115,52681818,55201,1090014
0.009,8300,1164015,52029942,54400,1172915
0.01,4300,662608,51907039,60801,784010
0.02,5300,1062519,51992634,61701,1235223
0.03,5900,3175058,51403230,65701,3044055
0.04,6201,1271022,51653233,53301,1254122
0.05,4900,3326660,51790039,37300,3267960
0.06,3900,2976154,51355931,47001,2856852
0.07,8000,3665367,52047944,42901,3697867
0.08,7300,283805,51570236,45801,352506
0.09,6900,468709,51769239,17600,476009
0.1,6100,2783450,51685738,38500,2757350
0.2,6900,3759568,51880845,11401,3713267
0.3,5600,138503,51741449,46201,140403
0.4,5401,2822651,52494558,49401,2584647
0.5,4500,2800151,52317356,44001,2766751
0.6,4800,343806,52515860,29800,332206
0.7,5000,2264741,51894445,32800,2255041
0.8,6800,3986274,52422365,42100,3917473
0.9,3600,2577533,58391149,58301,2562333
1,5400,2980337,53336463,33501,2983137
