 ,DA,SA,LL,TV,VEC
1e-05,3401,17217115,53036671,43901,17850026
2e-05,4100,78402,53784085,45301,69401
3e-05,3200,2421244,53161974,67601,2363343
4e-05,4801,3272259,52867968,21200,3288960
5e-05,5300,3423263,57294249,66401,4701386
6e-05,5700,3026156,53931287,43401,4429681
7e-05,4700,1386425,52997971,46201,1300023
8e-05,16100,3807970,52605463,13100,3771369
9e-05,4600,2393844,54102291,72201,2225541
0.0001,4300,3770769,54439697,24101,3793569
0.0002,5600,4141676,52551062,26401,3972172
0.0003,4400,3807570,51667346,49601,3706668
0.0004,3100,3166258,51732647,32601,3133457
0.0005,5900,832815,52758966,61901,796715
0.0006,5000,3033055,53233475,53001,3012155
0.0007,6200,1798233,54407896,49901,1835034
0.0008,7101,2943453,53208673,61801,2877253
0.0009,4100,650111,53166673,29701,643812
0.001,5300,2473045,53683883,55001,2428544
0.002,8200,1244023,53083678,36200,1208523
0.003,10600,2575448,52963671,63902,2565747
0.004,7700,3601466,52559362,31501,3512464
0.005,5500,198803,52233962,29700,198804
0.006,8200,2308942,51577848,77302,2317442
0.007,5701,503209,52630264,41300,550311
0.008,8200,4169177,52604166,11200,4000873
0.009,7600,1384126,52820167,37101,1376025
0.01,8001,3338461,52157056,64202,3217959
0.02,7900,784514,51960052,51601,760614
0.03,5100,4017174,51723647,20401,4077374
0.04,5800,2631649,51903550,56201,2611148
0.05,5200,3802470,51841550,46401,3815270
0.06,8600,1511228,51824650,36500,1469127
0.07,7200,942803,51856181,32800,945404
0.08,9100,2955838,51881766,29500,2905737
0.09,5701,859915,51688553,32301,848516
0.1,6400,271005,52168466,47801,247704
0.2,5900,2026836,52255629,51300,1962135
0.3,6700,1632221,52239780,53501,1567620
0.4,8000,1571820,53477487,33000,1522320
0.5,7600,2513046,52960480,103902,2542647
0.6,6600,2296942,53086674,71601,2244341
0.7,3400,1320324,54811607,26501,1268923
0.8,4300,1833034,112569964,36001,1867034
0.9,5100,3119758,116545646,83701,3094857
1,3300,2820752,113418899,68801,6693524
