 ,DA,SA,LL,TV,VEC
1e-05,11100,17328520,53896496,37401,17920231
2e-05,4300,3638068,54539808,37400,3589067
3e-05,17100,3098358,54278903,55001,3057857
4e-05,4400,4079076,53982797,51401,4033075
5e-05,3400,1913436,53446188,57601,1840934
6e-05,3500,3045956,53777994,44901,2990855
7e-05,2901,322505,54306603,44101,320506
8e-05,5100,1238223,53794194,66902,1221122
9e-05,4300,33001,53727593,40501,32300
0.0001,4700,3806970,53929697,30701,3853071
0.0002,3100,1697031,53220984,48801,1680231
0.0003,5600,307406,53620191,49801,286305
0.0004,2900,1139121,53957897,39601,1182121
0.0005,3000,1087320,53952897,63101,1008218
0.0006,3600,1441626,53910796,73101,1476828
0.0007,5000,1908635,53676891,83302,1885535
0.0008,3900,385507,53682092,40001,383107
0.0009,3100,2743050,53813394,120903,2672549
0.001,5201,2433545,53884895,49501,2369144
0.002,6300,2040738,52919977,58501,2003037
0.003,6701,650112,53120281,32901,613211
0.004,5000,3989574,53306786,93801,3917673
0.005,5900,668212,52878577,62601,636812
0.006,9300,2771851,52036762,103802,2757951
0.007,7301,1117220,52942179,54601,1108320
0.008,5600,2135040,52464270,128402,2217641
0.009,6300,3612666,51979961,101002,3518065
0.01,6301,1180621,51896560,34500,1164122
0.02,4400,2195340,51858158,83001,2157040
0.03,6100,3116658,51571253,83801,3027456
0.04,4500,870716,51421450,39100,865616
0.05,9600,2217341,51386449,65301,2196941
0.06,6800,3455545,51504470,84101,3432045
0.07,4000,2198843,52194823,93302,2146342
0.08,5700,1391125,51613656,55901,1377526
0.09,5101,297405,51862355,13200,288005
0.1,5300,472309,51460652,31301,444908
0.2,6801,2408944,51759747,48101,2431844
0.3,7100,2481446,52297872,55501,2467746
0.4,3500,3772571,52118969,41201,3771370
0.5,4800,1833324,52372669,47100,1844824
0.6,4300,2150535,53716892,62501,2116135
0.7,3000,3734569,53165384,33701,3662368
0.8,3000,3008156,52836675,22200,2994055
0.9,3800,3074957,53797191,50501,3045356
1,4300,2758151,53543194,59101,2640649
